"key","isCompleted","plannedStart","externalId","isSafetyCritical","workPackageNumber","endTime","status","durationHours","workOrderNumber","title","percentageProgress","startTime","actualHours","description","isCancelled","isActive","priorityDescription","dueDate","createdDate","programNumber"
"FAO-145107","true","2019-03-19T00:00:00","FAO-145107","NO","WPG-009707","1552814675000","600","0","FAO-145107","<PH> VEDLIKEHOLD AV PSD VENTILER *** (*** month)","100","1552978800000","4","Vedlikehold av PSD ventiler *** ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2019-05-17T00:00:00","2018-11-20T12:55:48","PM-012408"
"FAO-147643","true","2019-04-04T07:00:00","FAO-147643","NO","WPG-009220","1556643904000","600","0","FAO-147643","COND.MON FOR CRITICAL ESD & *** VALVES (*** month)","100","1554361200000","","ONSHORE JOB - CM Program for Critical ESD & *** Valves. ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2019-05-03T00:00:00","2019-03-06T08:23:34","PM-016450"
"FAO-147914","true","2019-06-25T00:00:00","FAO-147914","NO","WPG-009716","1563942642000","600","0","FAO-147914","***, DETEKSJON AV GASSLEKKASJER (*** month)","100","1563433200000","224","INSPEKSJON AV VALHALL FOR GASSLEKKASJER ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2019-08-23T00:00:00","2019-03-06T08:43:02","PM-014545"
"FAO-148001","true","2019-07-07T00:00:00","FAO-148001","NO","WPG-009715","1562290417000","600","0","FAO-148001","PH (***) - *** AV LÅSTE VENTILER (*** month)","100","1562482800000","1","Inspeksjon av låste ventiler mhp Locked Open (LO), Locked Closed (LC), Car Seal Open (CSO) og Car Seal Closed (CSC). (Tubingventiler på trykktransmitterne skal sjekkes) ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2019-09-04T00:00:00","2019-03-06T08:45:32","PM-019459"
"FAO-148145","true","2019-03-18T00:00:00","FAO-148145","NO","WPG-009707","1553096196000","600","0","FAO-148145","*** VENTILER: KONTROLL AV *** (*** ***)","100","1553065200000","1","Alle *** Anti-surge ventilene har dårlig historikk *** forhold til lekkasje *** ***:   Kontroll av *** *** ***. ","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2019-04-16T00:00:00","2019-03-13T11:15:09","PM-022280"
"FAO-149225","false","2019-08-01T00:00:00","FAO-149225","NO","WPG-009220","1567123200000","900","0","FAO-149225","<PH> CMR FOR UNITECH FOR *** SYSTEM (*** month)","0","1564642800000","","ONSHORE JOB - Condition Monitoring Program (CPM) for Unitech, for ***- surveillanced equipment. ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2019-08-30T00:00:00","2019-05-03T14:27:46","PM-016815"
"FAO-149255","true","2019-07-26T00:00:00","FAO-149255","NO","WPG-009716","1563901137000","600","0","FAO-149255","<PH> SMØREOLJEPRØVE KOMPRESSORER  (*** month)","100","1564038000000","4","Smøreoljeprøve kompressorer  ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2019-08-24T00:00:00","2019-05-03T15:37:57","PM-014055"
"FAO-150252","true","2019-11-01T00:00:00","FAO-150252","NO","WPG-009220","1573474317000","600","0","FAO-150252","<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month)","100","1572591600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2019-11-30T00:00:00","2019-07-05T14:27:03","PM-016440"
"FAO-150441","false","2019-09-03T00:00:00","FAO-150441","NO","WPG-009719","1569974400000","900","0","FAO-150441","SJEKK AV *** LEKKASJE (*** ***)","0","1567494000000","","Sjekk av *** Lekkasje ***  ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2019-10-02T00:00:00","2019-07-05T14:57:04","PM-022178"
"FAO-153036","false","2020-05-01T00:00:00","FAO-153036","YES","WPG-009880","1590796800000","290","42","FAO-153036","<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month)","0","1588316400000","","ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ","false","true","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2020-05-30T00:00:00","2019-09-23T09:17:51","PM-016440"
"FAO-153052","false","2020-05-01T00:00:00","FAO-153052","YES","WPG-009880","1590796800000","290","6","FAO-153052","<PH> CMR FOR UNITECH FOR *** SYSTEM (*** month)","0","1588316400000","","ONSHORE JOB - Condition Monitoring Program (CPM) for Unitech, for ***- surveillanced equipment. ","false","true","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2020-05-30T00:00:00","2019-09-23T09:17:54","PM-016815"
"FAO-153054","false","2020-07-01T00:00:00","FAO-153054","YES","WPG-009880","1596067200000","290","6","FAO-153054","<PH> CMR FOR UNITECH FOR *** SYSTEM (*** month)","0","1593586800000","","ONSHORE JOB - Condition Monitoring Program (CPM) for Unitech, for ***- surveillanced equipment. ","false","true","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2020-07-30T00:00:00","2019-09-23T09:17:54","PM-016815"
"FAO-154406","false","2020-07-18T00:00:00","FAO-154406","YES","WPG-010001","1600128000000","275","6","FAO-154406","*** <PH> *** AV MOTOR PURGE UNIT ***.TR.***. (*** MONTH)","0","1595055600000","","Vedlikehold av motor purge unit ***.*** ","false","true","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2020-09-15T00:00:00","2019-11-05T14:10:44","PM-016869"
"FAO-154523","false","2020-05-11T00:00:00","FAO-154523","NO","WPG-010511","1591660800000","300","1","FAO-154523","*** VENTILER: KONTROLL AV *** (*** month)","0","1590390000000","","Alle *** Anti-surge ventilene har dårlig historikk *** forhold til lekkasje *** ***:   Kontroll av *** *** ***. ","false","true","Kan føre til produksjonsstans (utføres innen *** dager)","2020-06-09T00:00:00","2019-11-12T11:27:41","PM-022280"
"FAO-155237","false","2020-01-26T00:00:00","FAO-155237","YES","WPG-010503","1585094400000","300","6","FAO-155237","<PH> FUNKSJONSTEST AV ESDV VENTIL (*** month)","0","1581231600000","","Funksjonstest av ESDV ventil ","false","true","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2020-03-25T00:00:00","2019-11-29T09:58:26","PM-014060"
"FAO-155240","false","2020-01-26T00:00:00","FAO-155240","YES","WPG-010503","1585094400000","300","6","FAO-155240","<PH> FUNKSJONSTEST AV ESDV VENTIL (*** month)","0","1581231600000","","Funksjonstest av ESDV ventil ","false","true","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2020-03-25T00:00:00","2019-11-29T09:58:26","PM-014064"
"FAO-155739","false","2020-03-19T00:00:00","FAO-155739","YES","WPG-010507","1592265600000","275","8","FAO-155739","<PH> VEDLIKEHOLD AV BLOW DOWN VENTILER SYSTEM *** (*** month)","0","1585810800000","","Vedlikehold av Blow Down ventiler system *** ","false","true","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2020-06-16T00:00:00","2019-11-29T10:54:13","PM-013901"
"FAO-155887","false","2020-04-01T00:00:00","FAO-155887","YES","WPG-010508","1590796800000","275","6","FAO-155887","<PH> *** - *** - *** *** (*** month)","0","1586934000000","","Vedlikehold av ***-/*** for kompressor ***-KA-*** ","false","true","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2020-05-30T00:00:00","2019-11-29T10:55:37","PM-012508"
"IAO-018562","true","2012-08-13T00:00:00","IAO-018562","NO","WPG-004850","1345070706000","600","0","IAO-018562","<PH> INSPEKSJON AV PSV (*** month)","100","1345100400000","15","INSPEKSJON AV PSV ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2012-10-11T00:00:00","2012-06-20T10:02:52","PM-013366"
"IAO-018565","true","2012-08-13T00:00:00","IAO-018565","NO","WPG-004850","1344966700000","600","0","IAO-018565","<PH> INSPEKSJON AV PSV (*** month)","100","1344841200000","29","INSPEKSJON AV PSV ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2012-10-11T00:00:00","2012-06-20T10:02:55","PM-013370"
"IAO-025098","true","2014-11-21T00:00:00","IAO-025098","NO","WPG-006686","1424274975000","600","0","IAO-025098","<PH> INSPEKSJON AV PSV (*** month)","100","1423897200000","16","Inspeksjon av PSV ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-02-18T00:00:00","2014-09-05T08:50:45","PM-011596"
"IAO-033379","true","2017-09-20T00:00:00","IAO-033379","NO","WPG-008319","1505133020000","600","null","IAO-033379","<PH> INSPEKSJON AV PSV OG *** (*** month)","null","1505890800000","null","null","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2017-12-18T00:00:00","2017-06-28T09:18:07","PM-015518"
"IAO-034962","true","2018-04-16T00:00:00","IAO-034962","NO","WPG-008338","1523977269000","600","null","IAO-034962","<PH> ***-***-SYSTEM *** ***. *** OG *** ***. (","null","1523516400000","null","null","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2018-07-14T00:00:00","2018-01-16T10:29:19","PM-014891"
"IAO-036205","true","2018-12-01T00:00:00","IAO-036205","NO","WPG-009702","1546774510000","600","0","IAO-036205","<PH> INSPEKSJON AV PSV OG *** (*** month)","100","1546585200000","12","INSPEKSJON AV PSV OG *** ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2019-02-28T00:00:00","2018-08-16T08:40:30","PM-015556"
"KAO-090834","true","2012-01-12T19:00:00","KAO-090834","NO","","1358446838000","600","0","KAO-090834","*** - ***. ***  FOR  ***.","100","1356937200000","1210","Gjelder *** ***","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-03-30T00:00:00","2011-12-30T19:37:47",""
"KAO-100790","true","2012-11-27T00:00:00","KAO-100790","NO","WPG-004858","1354263026000","600","0","KAO-100790","LEKKASJE *** ***.","100","1354172400000","8","*** til *** fra *** til ***-FV-***-***, lekker *** til ***.","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2013-01-23T00:00:00","2012-11-25T17:23:16",""
"KAO-101281","true","2014-01-09T07:00:00","KAO-101281","NO","WPG-006269","1398190001000","600","0","KAO-101281","PH: MONTERE *** PÅ ESD ***","100","1398927600000","8","Det *** *** på *** ESDV *** *** *** felt.  Det må *** nye *** på disse. Se *** for *** ventiler det gjelder.","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-07-29T00:00:00","2012-12-08T17:35:09",""
"KAO-105436","true","2013-03-25T00:00:00","KAO-105436","NO","WPG-005367","1364286829000","600","0","KAO-105436","***-*** *** TRINN SCRUBBER TRANSMITTER *** VISER FEIL","100","1364454000000","12","Transmitter *** viser et *** *** forhold til transmitter ***.Det må *** inn på denne *** fordi det er en *** alarm på ***.","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2013-05-23T00:00:00","2013-03-25T03:05:05",""
"KAO-106284","false","2013-06-06T07:00:00","KAO-106284","NO","WPG-003573","1387324800000","900","0","KAO-106284","SD-*** PH: EL.MOTOR 1ST STG ***: ***/ ***. ***.","0","1379660400000","","*** og detaljert *** *** og *** av lekkasje på el motor lager","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-12-18T00:00:00","2013-04-17T10:49:36",""
"KAO-107525","true","2013-06-11T00:00:00","KAO-107525","NO","WPG-005372","1371026628000","600","0","KAO-107525","FEIL *** PÅ RØR FRA *** *** GAS *** ***","100","1371106800000","6","Sjekk fall og om mulig *** dette slik at vi får fall på olje *** rør tilbake til *** olje system tank.","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-09-10T00:00:00","2013-05-21T11:49:49",""
"KAO-108034","true","2015-11-25T00:00:00","KAO-108034","NO","WPG-003573","1418823993000","600","0","KAO-108034","SD-*** VPH: SKIFTE *** *** KOMPRESSOR ","100","1370332203000","888","Skifte *** på første trinn kompressor *** *** ***.","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-05-23T00:00:00","2013-06-04T07:50:03",""
"KAO-111702","true","2013-09-19T00:00:00","KAO-111702","NO","WPG-005380","1379764323000","600","0","KAO-111702","***-TT-*** KABLER HENGER *** EN ***-***. ","100","1378970373000","12","Kabler er *** til *** *** og *** men henger *** *** en ***-*** og over til en ***. Kabel *** må *** ferdig frem ***.","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2013-11-10T00:00:00","2013-09-12T07:19:33",""
"KAO-112165","true","2014-03-07T00:00:00","KAO-112165","NO","WPG-006267","1395219053000","600","0","KAO-112165","*** *** *** PÅ *** 1ST STG KOMPRESSOR","100","1395298800000","16","***. NY ***. ***.***.******.***.*** *** *** på *** er det problemer med *** *** *** til *** av transmitter.Får *** *** dette må det *** en *** *** med ventil for *** drenering på ***.","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2014-03-20T00:00:00","2013-09-22T18:44:56",""
"KAO-113932","true","2014-01-09T07:00:00","KAO-113932","NO","WPG-005386","1387205573000","600","0","KAO-113932","MONTERE *** FOR *** TIL TRANSMITTER","100","1390460400000","12","*** til transmitter er *** rundt og *** til *** *** og ***. Montere *** og *** opp *** på dette. ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-04-22T00:00:00","2013-11-06T08:57:52",""
"KAO-114349","true","2015-03-05T00:00:00","KAO-114349","NO","WPG-006689","1427825750000","600","0","KAO-114349","*** GRAD ***. *** OG *** *** INNE *** ***","100","1427958000000","44","PH *** *** av *** inne *** *** før *** Dette gjelder ***-VA-*** ved *** *** og ***-***-***, ***-***-***, ***-***-*** og ***-***-*** fra *** til *** (*** ***).","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-06-30T00:00:00","2013-11-17T18:27:45",""
"KAO-117926","true","2014-04-17T07:00:00","KAO-117926","NO","WPG-004145","1414421370000","600","0","KAO-117926","SJEKK AV *** UNIT FOR ***-*** TRINN GASS ***","100","1415602800000","2","Under PM så kom unit inn med PSL ved sjekk av *** ventil. Dette *** ikke skje. Sjekke PSL og *** for feil","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-02-07T00:00:00","2014-02-17T10:49:49",""
"KAO-120636","true","2014-05-08T00:00:00","KAO-120636","NO","WPG-006586","1399906245000","600","0","KAO-120636","*** ALLE ANTI SURGE VENTILENE FOR *** *** AT DE ER SOM DE","100","1398407231000","24","CCC har vært ute og gjort *** så viser det seg at vi har behov for *** hjelp for *** gå over anti surge ventilene for *** *** at de er som de skal være.Det ser ut som om ventilen henger før den *** kommer og så *** den *** med igjen","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-11-03T00:00:00","2014-04-25T06:27:11",""
"KAO-123534","true","2015-10-01T00:00:00","KAO-123534","NO","WPG-006702","1444671491000","600","0","KAO-123534"," *** TIL *** ER  *** OG SITTER FAST","100","1444287600000","26","*** på alle *** til *** er *** og sitter fast. ***/ *** og *** opp *** og ***. Dette gjelder ***-***-***/*** og ***/ ***-***-***Viktig at disse er *** *** når vi skal åpne ***.","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-01-05T00:00:00","2014-07-15T11:20:24",""
"KAO-123942","false","","KAO-123942","NO","","null","900","0","KAO-123942","*** TR ***. *** INTERLOCK PÅ ***","0","1406462116000","","*** stk interlock er ***, og de *** andre er ***. Dette må ***.","true","false","Kan føre til produksjonsstans (utføres innen *** dager)","","2014-07-27T11:55:16",""
"KAO-125501","true","2014-09-11T00:00:00","KAO-125501","NO","WPG-006279","1410621853000","600","0","KAO-125501","INTERLOCK-VENTILER: SJEKKE INSTALLASJONSMETODE.","100","1410283925000","32","Ref *** *** *** ***-***-***   og tiltak ***:Sjekk av installasjonsmetode for interlock på ***. Dette for *** *** om det er *** *** som gir *** *** *** ***.  ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-03-09T00:00:00","2014-09-09T17:32:05",""
"KAO-126135","true","2015-01-18T00:00:00","KAO-126135","NO","WPG-007073","1422002695000","600","0","KAO-126135","SD-***.***-XS-*** LIGGER *** FEIL ETTER ESD SD DEN ***.***.***","100","1421218800000","64","*** ***. trinn. ***-XS-*** ligger *** feil etter SD, når vi fikk *** den ***.***.***. Denne må sjekkes ut.","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2015-01-31T00:00:00","2014-09-26T00:29:38",""
"KAO-126864","true","2015-01-17T07:00:00","KAO-126864","NO","WPG-007073","1421264368000","600","0","KAO-126864","SD-***.N2 *** *** TRYKK-MANOMETER","100","1413431886000","2","***-SU-***, Den *** N2 *** *** *** *** ***-su-*** har ikke manometer til *** *** av ***.","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-07-15T00:00:00","2014-10-16T03:58:06",""
"KAO-127044","true","2015-02-25T00:00:00","KAO-127044","NO","WPG-006687","1425918417000","600","0","KAO-127044","*** TRINN KOMPRESSOR NON RETURN DAMPER FEIL","100","1425538800000","14","*** *** *** må *** til *** ***. Dette er forebyggende vedlikehold for *** hindre *** *** som *** KAO-***.","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-06-02T00:00:00","2014-10-21T13:11:44",""
"KAO-130376","true","2015-01-29T00:00:00","KAO-130376","NO","WPG-006684","1422786856000","600","0","KAO-130376","***-CB-9104B BYTTES","100","1422431840000","12","***-CB-9104B bytte seal gas filter på *** trinns kompressor.*** må *** filter også tas.","false","false","Fare for produksjonsstans (utføres innen *** dager)","2015-02-03T00:00:00","2015-01-28T07:57:20",""
"KAO-130891","true","2015-02-12T00:00:00","KAO-130891","NO","WPG-006685","1423991298000","600","0","KAO-130891","PH ID ***-FT-*** *** OM FEIL RANGE","100","1423495668000","6","*** om feil ***, feil range *** *** *** *** felt","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2015-04-09T00:00:00","2015-02-09T15:27:48",""
"KAO-131096","true","2015-02-19T00:00:00","KAO-131096","NO","WPG-006686","1424457461000","600","0","KAO-131096","PH *** *** TRYKK PÅ N2 *** TIL WATER MIST.","100","1424329200000","12","*** trykk *** N2 *** til *** på ***. ***.","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2015-04-16T00:00:00","2015-02-16T05:12:57",""
